23:31:31|2016-03-27|5.770|66.58
23:31:41|2016-03-27|14.41|51.82
23:31:51|2016-03-27|15.99|73.66
23:32:01|2016-03-27|17.05|88.84
08:39:30|2016-03-28|29.71|90.53
08:39:40|2016-03-28|35.35|80.84
08:40:00|2016-03-28|38.55|81.64
08:40:10|2016-03-28|9.425|80.08
08:40:20|2016-03-28|5.955|57.09
08:40:30|2016-03-28|14.13|88.46
08:40:40|2016-03-28|21.68|97.65
08:40:50|2016-03-28|42.18|62.57
08:41:00|2016-03-28|14.31|83.07
08:41:10|2016-03-28|18.56|57.58
08:41:20|2016-03-28|35.61|98.83
08:41:30|2016-03-28|18.41|93.33
08:41:40|2016-03-28|26.20|69.52
08:41:50|2016-03-28|17.14|74.66
08:42:00|2016-03-28|40.12|85.56
08:42:10|2016-03-28|22.35|98.33
08:42:20|2016-03-28|9.826|93.86
08:42:30|2016-03-28|21.82|85.12
08:42:40|2016-03-28|44.88|77.87
08:42:50|2016-03-28|22.60|62.30
08:43:00|2016-03-28|42.83|74.64
08:43:11|2016-03-28|8.993|85.31
08:43:21|2016-03-28|16.23|99.39
08:43:31|2016-03-28|19.41|89.29
08:43:44|2016-03-28|8.038|82.58
08:43:54|2016-03-28|14.53|94.31
08:44:04|2016-03-28|44.28|71.74
08:44:14|2016-03-28|13.03|96.59
