23:31:31|2016-03-27|22.12|65.43
23:31:41|2016-03-27|26.16|69.17
23:31:51|2016-03-27|32.24|83.47
23:32:01|2016-03-27|34.43|72.70
08:39:30|2016-03-28|12.91|79.88
08:39:40|2016-03-28|19.05|64.56
08:40:00|2016-03-28|41.38|94.61
08:40:10|2016-03-28|15.73|56.72
08:40:20|2016-03-28|32.56|88.51
08:40:30|2016-03-28|18.00|97.26
08:40:40|2016-03-28|15.11|94.22
08:40:50|2016-03-28|33.43|79.42
08:41:00|2016-03-28|32.47|62.32
08:41:10|2016-03-28|5.981|58.07
08:41:20|2016-03-28|35.06|86.61
08:41:30|2016-03-28|38.19|69.17
08:41:40|2016-03-28|6.812|67.98
08:41:50|2016-03-28|28.53|87.69
08:42:00|2016-03-28|13.62|61.60
08:42:10|2016-03-28|40.72|93.84
08:42:20|2016-03-28|42.65|65.37
08:42:30|2016-03-28|44.36|96.79
08:42:40|2016-03-28|23.33|99.29
08:42:51|2016-03-28|40.21|80.27
08:43:01|2016-03-28|12.68|94.63
08:43:11|2016-03-28|25.37|86.55
08:43:21|2016-03-28|43.91|50.80
08:43:31|2016-03-28|43.96|70.94
08:43:44|2016-03-28|41.11|75.98
08:43:54|2016-03-28|25.80|91.80
08:44:04|2016-03-28|32.68|84.43
08:44:14|2016-03-28|16.81|68.02
