23:31:31|2016-03-27|27.55|72.92
23:31:41|2016-03-27|26.24|81.75
23:31:51|2016-03-27|26.51|55.74
23:32:01|2016-03-27|39.72|84.65
08:39:30|2016-03-28|19.72|81.81
08:39:40|2016-03-28|28.82|59.72
08:40:00|2016-03-28|22.41|52.07
08:40:10|2016-03-28|23.69|93.88
08:40:20|2016-03-28|21.97|54.90
08:40:30|2016-03-28|29.57|59.43
08:40:40|2016-03-28|6.760|81.85
08:40:50|2016-03-28|5.218|88.46
08:41:00|2016-03-28|33.60|62.20
08:41:10|2016-03-28|33.90|82.57
08:41:20|2016-03-28|6.460|76.70
08:41:30|2016-03-28|19.11|60.76
08:41:40|2016-03-28|15.67|52.09
08:41:50|2016-03-28|39.09|93.85
08:42:00|2016-03-28|14.24|54.27
08:42:10|2016-03-28|15.70|69.71
08:42:20|2016-03-28|11.54|89.52
08:42:30|2016-03-28|15.92|54.79
08:42:40|2016-03-28|29.70|54.72
08:42:50|2016-03-28|20.57|63.05
08:43:01|2016-03-28|43.25|77.03
08:43:11|2016-03-28|25.76|66.45
08:43:21|2016-03-28|35.07|73.21
08:43:31|2016-03-28|35.12|83.97
08:43:44|2016-03-28|21.70|92.28
08:43:54|2016-03-28|42.21|68.00
08:44:04|2016-03-28|41.82|79.35
08:44:14|2016-03-28|13.75|67.26
