22:59:41|2016-03-26|21.33|58.32
22:59:51|2016-03-26|9.998|54.95
23:00:01|2016-03-26|24.68|97.02
23:00:11|2016-03-26|25.99|92.88
23:00:21|2016-03-26|33.38|95.32
23:00:31|2016-03-26|37.71|75.48
23:00:41|2016-03-26|16.55|84.08
23:00:51|2016-03-26|5.496|51.65
23:01:01|2016-03-26|12.27|95.73
23:01:11|2016-03-26|26.18|76.40
23:01:21|2016-03-26|33.57|91.41
23:01:31|2016-03-26|23.23|98.90
23:01:41|2016-03-26|28.53|69.20
23:01:51|2016-03-26|23.23|64.66
23:02:01|2016-03-26|38.02|63.84
23:02:12|2016-03-26|35.34|61.70
23:02:20|2016-03-26|13.40|67.12
23:02:44|2016-03-26|31.84|81.62
23:02:54|2016-03-26|19.47|84.46
23:03:08|2016-03-26|25.28|98.87
23:03:18|2016-03-26|16.38|81.98
23:28:26|2016-03-26|37.27|80.04
23:28:36|2016-03-26|5.840|73.49
23:57:01|2016-03-26|10.88|70.06
23:58:33|2016-03-26|38.15|77.78
00:08:13|2016-03-27|10.61|52.65
00:08:23|2016-03-27|21.21|74.23
00:09:11|2016-03-27|9.180|75.24
00:09:21|2016-03-27|27.90|68.27
00:09:31|2016-03-27|44.22|60.56
00:09:41|2016-03-27|20.76|69.57
09:37:26|2016-03-27|28.34|51.75
11:53:53|2016-03-27|39.99|75.65
11:55:49|2016-03-27|7.922|87.47
11:55:59|2016-03-27|42.00|58.57
14:40:33|2016-03-27|29.00|52.04
14:40:43|2016-03-27|19.02|70.61
14:40:53|2016-03-27|42.34|64.04
14:41:03|2016-03-27|17.27|52.99
14:41:13|2016-03-27|11.70|51.13
14:49:50|2016-03-27|30.16|87.51
14:51:07|2016-03-27|18.87|75.81
14:59:03|2016-03-27|7.812|63.33
14:59:13|2016-03-27|26.35|56.19
15:09:46|2016-03-27|22.78|95.27
15:09:56|2016-03-27|44.92|52.32
15:10:57|2016-03-27|9.395|98.15
15:16:06|2016-03-27|30.68|85.47
15:16:16|2016-03-27|6.014|66.60
15:16:26|2016-03-27|15.10|77.98
15:16:36|2016-03-27|17.70|52.89
15:16:46|2016-03-27|16.66|72.16
15:16:56|2016-03-27|20.07|62.92
15:18:37|2016-03-27|22.01|58.48
15:19:26|2016-03-27|35.59|78.41
15:19:54|2016-03-27|43.47|77.08
15:21:52|2016-03-27|26.96|97.82
15:48:51|2016-03-27|35.50|90.25
15:49:01|2016-03-27|14.23|54.67
15:49:10|2016-03-27|27.12|90.51
15:49:11|2016-03-27|28.77|93.97
15:49:20|2016-03-27|19.74|84.93
15:49:21|2016-03-27|40.15|54.93
15:49:30|2016-03-27|25.92|78.07
15:49:57|2016-03-27|43.26|92.62
15:50:08|2016-03-27|35.61|74.21
15:50:38|2016-03-27|14.88|59.00
16:01:07|2016-03-27|14.58|86.30
16:01:17|2016-03-27|32.59|87.51
16:01:27|2016-03-27|32.89|57.31
16:01:37|2016-03-27|10.88|71.17
