22:59:41|2016-03-26|16.58|97.45
22:59:51|2016-03-26|38.58|67.31
23:00:01|2016-03-26|21.85|67.99
23:00:11|2016-03-26|32.65|72.53
23:00:21|2016-03-26|34.40|54.99
23:00:31|2016-03-26|30.65|80.21
23:00:41|2016-03-26|39.92|79.74
23:00:51|2016-03-26|22.34|98.70
23:01:01|2016-03-26|17.29|59.97
23:01:11|2016-03-26|13.76|54.06
23:01:21|2016-03-26|40.56|70.95
23:01:31|2016-03-26|36.73|51.38
23:01:41|2016-03-26|10.65|58.37
23:01:51|2016-03-26|25.96|77.28
23:02:01|2016-03-26|8.253|53.27
23:02:12|2016-03-26|30.64|60.29
23:02:20|2016-03-26|15.83|77.51
23:02:44|2016-03-26|38.79|54.73
23:02:54|2016-03-26|28.85|58.50
23:03:08|2016-03-26|11.03|60.66
23:03:18|2016-03-26|29.50|85.03
23:28:26|2016-03-26|26.54|74.09
23:28:36|2016-03-26|32.68|50.21
23:57:01|2016-03-26|12.01|75.43
23:58:33|2016-03-26|31.79|52.38
00:08:13|2016-03-27|18.88|65.14
00:08:23|2016-03-27|27.73|80.22
00:09:11|2016-03-27|18.94|99.72
00:09:21|2016-03-27|18.95|51.21
00:09:31|2016-03-27|35.35|61.72
00:09:41|2016-03-27|27.67|93.64
09:37:26|2016-03-27|36.00|85.81
11:53:53|2016-03-27|42.66|95.17
11:55:49|2016-03-27|44.38|64.19
11:55:59|2016-03-27|28.60|63.78
14:40:33|2016-03-27|8.763|60.21
14:40:43|2016-03-27|32.12|74.03
14:40:53|2016-03-27|31.98|98.68
14:41:03|2016-03-27|29.00|88.73
14:41:13|2016-03-27|30.09|79.60
14:49:50|2016-03-27|25.76|75.35
14:51:07|2016-03-27|28.48|83.99
14:59:03|2016-03-27|43.00|76.38
14:59:13|2016-03-27|29.11|80.50
15:09:46|2016-03-27|14.48|87.73
15:09:56|2016-03-27|15.53|88.99
15:10:57|2016-03-27|40.27|58.92
15:16:06|2016-03-27|40.47|79.50
15:16:16|2016-03-27|42.67|93.89
15:16:26|2016-03-27|24.35|68.33
15:16:36|2016-03-27|25.39|76.02
15:16:46|2016-03-27|34.40|90.95
15:16:56|2016-03-27|28.63|55.30
15:18:37|2016-03-27|15.25|68.98
15:19:26|2016-03-27|27.75|96.61
15:19:54|2016-03-27|13.65|66.28
15:21:52|2016-03-27|25.06|82.36
15:48:51|2016-03-27|6.902|76.26
15:49:01|2016-03-27|18.06|94.62
15:49:10|2016-03-27|23.32|62.44
15:49:11|2016-03-27|26.38|58.08
15:49:20|2016-03-27|15.98|81.25
15:49:21|2016-03-27|21.27|53.14
15:49:30|2016-03-27|39.70|71.59
15:49:57|2016-03-27|33.05|75.56
15:50:07|2016-03-27|39.12|61.87
15:50:38|2016-03-27|33.17|57.55
16:01:07|2016-03-27|39.42|61.87
16:01:17|2016-03-27|27.76|64.23
16:01:27|2016-03-27|37.02|67.75
16:01:37|2016-03-27|16.67|96.31
